Batch ID,Brand,Calculated Weight (Grams),Category,Cost per Gram,Cost per Item,Created On,Current Date,Current Quantity,Days Until Expires,Expiration Date,Initial Quantity,Last Audit Date,Location,Package ID,Price,Price Profile,Product Name,Product Type,Room,SKU,Source License,Strain Name,Supplier Name,Total Cost,Total Price,Unit of Measure,Weight Unit,insert_datetime,img_url,product_description
None,Zero Gravity Extracts,11.0,Concentrate,None,15.0,10/26/2021,10/27/2021,11.0,310.0,09/02/2022,12,10/26/2021,Maple Valley Pharms,None,32.5,None,Lemon Lava 1g Live Resin,Live Resin,Sales Floor,GYz7AX8YYt,None,None,Zero Gravity Extracts,165.0,357.5,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/09/2021,10/27/2021,11.0,116.0,02/20/2022,30,10/05/2021,Maple Valley Pharms,None,22.5,None,250mg Snozzberry Berzerker,250mg Gummies,Storage Room,qBMBuj5gjD,None,None,Edible Vendor,77.0,247.5,None,None,None,None,None
None,Third Eye,38.5,Flower - Prepackaged,None,14.0,09/10/2021,10/27/2021,11.0,None,None,40,09/28/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,None,Storage Room,Ar4a5jRSAK,None,Alchemy,Third Eye,154.0,None,Grams,Eighths,None,None,None
None,Kind Farms,None,Edible,None,12.0,09/24/2021,10/27/2021,11.0,329.0,09/21/2022,24,10/19/2021,Maple Valley Pharms,None,25.0,None,300mg KF Fruity Pebbles Chocolate Bar,300mg Chocolate Bar,Storage Room,iQTz7Pc8Sc,None,None,Edible Vendor,132.0,275.0,None,None,None,None,None
None,Glass Jar Company,38.5,Flower - Prepackaged,None,8.54,10/12/2021,10/27/2021,11.0,None,None,40,10/19/2021,Maple Valley Pharms,None,None,Bronze-Tier Flower,None,Hybrid,Storage Room,7SzvvbiSM9,None,White Fire,Glass Jar Company LLC,93.94,None,Grams,Eighths,None,None,None
None,Iron Lung,11.0,Concentrate,None,12.5,10/12/2021,10/27/2021,11.0,323.0,09/15/2022,25,10/26/2021,Maple Valley Pharms,None,25.0,None,Tahoe OG 1g Shatter,Shatter,Storage Room,jdBAFYaWM4,None,None,Iron Lung,137.5,275.0,Each,None,None,None,None
None,Lodestar Cannabis,77.0,Flower - Prepackaged,None,40.6,10/25/2021,10/27/2021,11.0,None,None,16,10/25/2021,Maple Valley Pharms,None,None,Limited,None,Hybrid,Storage Room,DFfQqaCzgE,None,Gorilla Glue #5,Lodestar Cannabis,446.6,None,Grams,Quarters,None,None,None
None,Northwoods Wellness,12.0,Concentrate,None,20.0,07/06/2021,10/27/2021,12.0,252.0,07/06/2022,55,08/27/2021,Maple Valley Pharms,None,38.5,None,Ice Cream 1g Caviar,Caviar,Grow Facility,sJuXemSDbC,None,None,Northwoods Wellness,240.0,462.0,Each,None,None,None,None
None,Iron Lung,None,Edible,None,10.0,09/15/2021,10/27/2021,12.0,323.0,09/15/2022,12,None,Maple Valley Pharms,None,20.0,None,300mg Raspberry White Chocolate Bar,300mg Chocolate Bar,Grow Facility,X43i75TBCP,None,None,Edible Vendor,120.0,240.0,None,None,None,None,None
None,Iron Lung,None,Edible,None,12.0,09/15/2021,10/27/2021,12.0,323.0,09/15/2022,12,None,Maple Valley Pharms,None,20.0,None,300mg Maine Blueberry White Chocolate Bar,300mg Chocolate Bar,Grow Facility,uoqkCbbqnB,None,None,Edible Vendor,144.0,240.0,None,None,None,None,None
None,Iron Lung,None,Edible,None,15.0,09/15/2021,10/27/2021,12.0,323.0,09/15/2022,24,None,Maple Valley Pharms,None,30.0,None,300mg Assorted Gummies,300mg Gummies,Grow Facility,gnvQqATGpE,None,None,Edible Vendor,180.0,360.0,None,None,None,None,None
None,Zero Gravity Extracts,84.0,Flower - Prepackaged,None,24.92,10/21/2021,10/27/2021,12.0,None,None,12,None,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Sativa Dominant,Grow Facility,prvz2mBuNt,None,Pink - LD,Zero Gravity Extracts,299.04,None,Grams,Quarters,None,None,None
None,Zero Gravity Extracts,84.0,Flower - Prepackaged,None,24.92,10/21/2021,10/27/2021,12.0,None,None,12,None,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Grow Facility,2oNpgzL6YD,None,Kimbo Kush - LD,Zero Gravity Extracts,299.04,None,Grams,Quarters,None,None,None
None,Zero Gravity Extracts,84.0,Flower - Prepackaged,None,24.92,10/21/2021,10/27/2021,12.0,None,None,12,None,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Grow Facility,Kmjgr22X7H,None,Orange Creamsicle - LD,Zero Gravity Extracts,299.04,None,Grams,Quarters,None,None,None
None,Snowblind Cannabis,84.0,Flower - Prepackaged,None,35.0,10/26/2021,10/27/2021,12.0,None,None,12,09/14/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Grow Facility,CaMN726nQn,None,Orange Velvet Underground (OVU),Snowblind Cannabis,420.0,None,Grams,Quarters,None,None,None
None,Prokron,84.0,Flower - Prepackaged,None,24.98,10/26/2021,10/27/2021,12.0,None,None,12,None,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Sativa Dominant,Grow Facility,Mt5p3YSmPz,None,Strawberry Apricot,Prokron,299.76,None,Grams,Quarters,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,09/03/2021,10/27/2021,12.0,96.0,01/31/2022,48,10/20/2021,Maple Valley Pharms,None,15.0,None,100mg Key Lime Pie Gummies,Gummies,Sales Floor,6x6xqSaaQs,None,None,Edible Vendor,45.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/09/2021,10/27/2021,12.0,116.0,02/20/2022,30,10/20/2021,Maple Valley Pharms,None,22.5,None,250mg Snozzberry Berzerker,250mg Gummies,Sales Floor,qBMBuj5gjD,None,None,Edible Vendor,84.0,270.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/13/2021,10/27/2021,12.0,116.0,02/20/2022,30,10/20/2021,Maple Valley Pharms,None,22.5,None,250mg RSO Strawberry Ice Cream Berzerker,250mg Gummies,Sales Floor,yiFktxkSM5,None,None,Edible Vendor,84.0,270.0,None,None,None,None,None
None,Iron Lung,None,Edible,None,5.0,09/21/2021,10/27/2021,12.0,323.0,09/15/2022,22,10/20/2021,Maple Valley Pharms,None,12.0,None,100mg Pear Gummies,Gummies,Sales Floor,KCPuZ7hibK,None,None,Edible Vendor,60.0,144.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,5.5,09/29/2021,10/27/2021,12.0,155.0,03/31/2022,24,10/20/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Bubble Gummies,Gummies,Sales Floor,oji2DtB45X,None,None,Edible Vendor,66.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,5.5,09/29/2021,10/27/2021,12.0,155.0,03/31/2022,24,10/20/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Orange Creamsicle Gummies,Gummies,Sales Floor,mrSxo4c8qC,None,None,Edible Vendor,66.0,180.0,None,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,4.0,10/01/2021,10/27/2021,12.0,339.0,10/01/2022,25,10/20/2021,Maple Valley Pharms,None,8.5,None,100mg Blueberry Lollipop,Lollipop,Sales Floor,mt3PewMKvf,None,None,Edible Vendor,48.0,102.0,None,None,None,None,None
None,Zero Gravity,42.0,Flower - Prepackaged,None,20.31,09/29/2021,10/27/2021,12.0,None,None,50,10/22/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,HNRwo8in4N,None,Red Bone,Zero Gravity Extracts,243.72,None,Grams,Eighths,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,10/27/2021,12.0,175.0,04/20/2022,24,10/20/2021,Maple Valley Pharms,None,15.0,None,100mg Pineapple Gummies,Gummies,Sales Floor,jQWKmEBmmx,None,None,Edible Vendor,45.0,180.0,None,None,None,None,None
None,Blue Sky,12.0,Concentrate,None,20.0,11/18/2020,10/27/2021,12.0,419.0,12/20/2022,50,10/20/2021,Maple Valley Pharms,None,37.5,None,Cannatonic 1g RSO,RSO,Sales Floor,Ck9Cv3wzr6,None,None,Blue Sky,240.0,450.0,Each,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,4.0,10/01/2021,10/27/2021,12.0,339.0,10/01/2022,25,10/20/2021,Maple Valley Pharms,None,8.5,None,100mg Raspberry Lollipop,Lollipop,Sales Floor,kjfKEjNDJK,None,None,Edible Vendor,48.0,102.0,None,None,None,None,None
None,Refine,6.0,Concentrate,None,15.0,10/15/2021,10/27/2021,12.0,323.0,09/15/2022,18,10/20/2021,Maple Valley Pharms,None,30.0,None,Blueberry Sherbet Loud Cartridge .5g,.5g Cartridge,Sales Floor,mE39S4PbKn,None,None,Refine,180.0,360.0,Each,None,None,None,None
None,Northwoods Wellness,42.0,Flower - Prepackaged,None,20.65,10/18/2021,10/27/2021,12.0,None,None,50,10/20/2021,Maple Valley Pharms,None,None,Limited,None,Hybrid,Sales Floor,G6a2faNs6J,None,Sundae Driver,Northwoods Wellness,247.8,None,Grams,Eighths,None,None,None
None,Iron Lung,None,NonEdible,None,6.0,09/21/2021,10/27/2021,12.0,323.0,09/15/2022,50,09/26/2021,Maple Valley Pharms,None,12.0,None,Sour Diesel BX 1g Cone,Pre-Roll,Sales Floor,xYHKXkjRuh,None,None,Iron Lung,72.0,144.0,None,None,None,None,None
None,Zero Gravity Extracts,12.0,Concentrate,None,15.0,10/26/2021,10/27/2021,12.0,310.0,09/02/2022,12,10/26/2021,Maple Valley Pharms,None,30.0,None,Devil\s Toast 1g Luminosa,Luminosa,Sales Floor,gmm5FhRAqp,None,None,Zero Gravity Extracts,180.0,360.0,Each,None,None,None,None
None,Snowblind Cannabis,84.0,Flower - Prepackaged,None,30.0,10/26/2021,10/27/2021,12.0,None,None,12,10/26/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,6zzFonX3gD,None,Orange Velvet Underground (OVU),Snowblind Cannabis,360.0,None,Grams,Quarters,None,None,None
None,Mighty Viking Gummies,None,Edible,None,6.0,09/29/2021,10/27/2021,12.0,155.0,03/31/2022,24,10/26/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Key Lime Pie Gummies,Gummies,Storage Room,pbZqAQkXEf,None,None,Edible Vendor,72.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,6.0,09/29/2021,10/27/2021,12.0,155.0,03/31/2022,24,10/26/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Blueberry Lemonade Gummies,Gummies,Storage Room,YgNkPbj37y,None,None,Edible Vendor,72.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,10/27/2021,12.0,96.0,01/31/2022,24,10/06/2021,Maple Valley Pharms,None,15.0,None,100mg Blue Raspberry Gummies,Gummies,Storage Room,a4XCaW9wAf,None,None,Edible Vendor,45.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,10/27/2021,12.0,175.0,04/20/2022,24,10/06/2021,Maple Valley Pharms,None,15.0,None,100mg Pineapple Gummies,Gummies,Storage Room,jQWKmEBmmx,None,None,Edible Vendor,45.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,10/27/2021,12.0,175.0,04/20/2022,24,10/06/2021,Maple Valley Pharms,None,15.0,None,100mg Mango Gummies,Gummies,Storage Room,bGQnGQTMp5,None,None,Edible Vendor,45.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,10/27/2021,12.0,175.0,04/20/2022,24,10/26/2021,Maple Valley Pharms,None,15.0,None,100mg Strawberry Ice Cream Gummies,Gummies,Storage Room,W46HbG2qhn,None,None,Edible Vendor,45.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,5.5,10/06/2021,10/27/2021,12.0,155.0,03/31/2022,24,10/26/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Ecto Cooler Gummies,Gummies,Storage Room,LNM6bfwp8L,None,None,Edible Vendor,66.0,180.0,None,None,None,None,None
None,Kine Folks,42.0,Flower - Prepackaged,None,13.82,10/11/2021,10/27/2021,12.0,None,None,45,10/11/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Storage Room,KwX4o5nDxY,None,Peyote Critical,Kine Folks,165.84,None,Grams,Eighths,None,None,None
None,Zero Gravity Extracts,42.0,Flower - Prepackaged,None,20.31,10/14/2021,10/27/2021,12.0,None,None,50,10/14/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Sativa Dominant,Storage Room,iT8PKuL5q2,None,Wonka Bars,Zero Gravity Extracts,243.72,None,Grams,Eighths,None,None,None
None,Glass Jar Company,42.0,Flower - Prepackaged,None,8.54,10/12/2021,10/27/2021,12.0,None,None,40,10/19/2021,Maple Valley Pharms,None,None,Bronze-Tier Flower,None,Hybrid,Storage Room,Eci3KdEQ79,None,AK47,Glass Jar Company LLC,102.48,None,Grams,Eighths,None,None,None
None,We Grow Beans,84.0,Flower - Prepackaged,None,37.73,10/20/2021,10/27/2021,12.0,None,None,12,10/20/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica Dominant,Storage Room,AbseodStDJ,None,Candy Chrome,We Grow Beans,452.76,None,Grams,Quarters,None,None,None
None,We Grow Beans,84.0,Flower - Prepackaged,None,37.73,10/20/2021,10/27/2021,12.0,None,None,12,10/20/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Storage Room,SqzXManjGG,None,Mimosa,We Grow Beans,452.76,None,Grams,Quarters,None,None,None
None,Northwoods Wellness,12.0,Concentrate,None,20.0,10/20/2021,10/27/2021,12.0,252.0,07/06/2022,12,10/20/2021,Maple Valley Pharms,None,38.5,None,Apple Fritter 1g Badder,Badder,Storage Room,HDmwH3Bfsn,None,None,Northwoods Wellness,240.0,462.0,Each,None,None,None,None
None,Northwoods Wellness,12.0,Concentrate,None,20.0,10/20/2021,10/27/2021,12.0,252.0,07/06/2022,12,10/26/2021,Maple Valley Pharms,None,38.5,None,Apple Fritter 1g Caviar,Caviar,Storage Room,CywtDSct99,None,None,Northwoods Wellness,240.0,462.0,Each,None,None,None,None
None,Northwoods Wellness,12.0,Concentrate,None,20.0,10/20/2021,10/27/2021,12.0,252.0,07/06/2022,12,10/26/2021,Maple Valley Pharms,None,38.5,None,Ice Cream 1g Caviar,Caviar,Storage Room,sJuXemSDbC,None,None,Northwoods Wellness,240.0,462.0,Each,None,None,None,None
None,Northwoods Wellness,12.0,Concentrate,None,17.5,10/20/2021,10/27/2021,12.0,170.0,04/15/2022,12,10/26/2021,Maple Valley Pharms,None,38.5,None,GMO 1g Sugar Wax,Sugar,Storage Room,x9y3AjcSRW,None,None,Northwoods Wellness,210.0,462.0,Each,None,None,None,None
None,Northwoods Wellness,12.0,Concentrate,None,17.5,10/20/2021,10/27/2021,12.0,206.0,05/21/2022,12,10/26/2021,Maple Valley Pharms,None,38.5,None,Garanimals 1g Live Resin Badder,Badder,Storage Room,39suzN8eFL,None,None,Northwoods Wellness,210.0,462.0,Each,None,None,None,None
None,Glass Jar Company,84.0,Flower - Prepackaged,None,27.37,10/21/2021,10/27/2021,12.0,None,None,12,10/21/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Hybrid,Storage Room,hz8jYZD2RN,None,OG Kush,Glass Jar Company LLC,328.44,None,Grams,Quarters,None,None,None
None,Glass Jar Company,84.0,Flower - Prepackaged,None,25.9,10/21/2021,10/27/2021,12.0,None,None,12,10/21/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Storage Room,tebmzJNgri,None,Gorilla Zkittlez,Glass Jar Company LLC,310.8,None,Grams,Quarters,None,None,None
None,Glass Jar Company,84.0,Flower - Prepackaged,None,25.97,10/21/2021,10/27/2021,12.0,None,None,12,10/21/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Hybrid,Storage Room,sgXWcFaSws,None,Chem Diesel,Glass Jar Company LLC,311.64,None,Grams,Quarters,None,None,None
None,Zero Gravity Extracts,12.0,Concentrate,None,15.0,10/26/2021,10/27/2021,12.0,310.0,09/02/2022,12,10/26/2021,Maple Valley Pharms,None,30.0,None,Sour Banana Larry 1g Luminosa,Luminosa,Storage Room,dMB2Q8jQfZ,None,Sour Banana Larry,Zero Gravity Extracts,180.0,360.0,Each,None,None,None,None
None,Zero Gravity Extracts,12.0,Concentrate,None,15.0,10/26/2021,10/27/2021,12.0,310.0,09/02/2022,12,10/26/2021,Maple Valley Pharms,None,30.0,None,Orange Freeze 1g Luminosa,Luminosa,Storage Room,iRJ96SdBFp,None,None,Zero Gravity Extracts,180.0,360.0,Each,None,None,None,None
None,Snowblind Cannabis,13.0,Concentrate,None,10.0,08/31/2021,10/27/2021,13.0,308.0,08/31/2022,120,10/20/2021,Maple Valley Pharms,None,30.0,None,Orange Velvet Underground 1g Shatter,Shatter,Sales Floor,ALddAo6rmF,None,Orange Velvet Underground,Snowblind Cannabis,130.0,390.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,09/03/2021,10/27/2021,13.0,96.0,01/31/2022,48,10/20/2021,Maple Valley Pharms,None,15.0,None,100mg Bubble Gum Gummies,Gummies,Sales Floor,Cu8scunefW,None,None,Edible Vendor,48.75,195.0,None,None,None,None,None
None,We Grow Beans,13.0,Concentrate,None,7.5,09/17/2021,10/27/2021,13.0,324.0,09/16/2022,20,10/20/2021,Maple Valley Pharms,None,20.0,None,Apple Pie 1g Kief,Kief,Sales Floor,RuoFdDxhQs,None,None,We Grow Beans,97.5,260.0,Each,None,None,None,None
None,Best Friend Farms,45.5,Flower - Prepackaged,None,20.12,09/23/2021,10/27/2021,13.0,None,None,40,10/20/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica Dominant,Sales Floor,gzPLHnW8SW,None,Route 26,Best Friend Farms,261.56,None,Grams,Eighths,None,None,None
None,Best Friend Farms,45.5,Flower - Prepackaged,None,19.99,09/24/2021,10/27/2021,13.0,None,None,40,10/20/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,None,Sales Floor,ggPdqTJaaD,None,Picnic,Best Friend Farms,259.87,None,Grams,Eighths,None,None,None
None,Northwoods Wellness,None,NonEdible,None,9.0,10/21/2021,10/27/2021,13.0,357.0,10/19/2022,13,10/21/2021,Maple Valley Pharms,None,20.0,None,Chem Funk Moon Missile,Moon Missile,Sales Floor,zcbcTHLynS,None,None,Northwoods Wellness,117.0,260.0,None,None,None,None,None
None,Kine Folks,None,NonEdible,None,6.0,10/11/2021,10/27/2021,13.0,345.0,10/07/2022,18,10/11/2021,Maple Valley Pharms,None,17.5,None,Grease Monkey 1g Cone 2ct,2ct Pre-Roll,Sales Floor,at5TW7hyZr,None,None,Kine Folks,78.0,227.5,None,None,None,None,None
None,Kind Farms,None,Edible,None,12.0,09/24/2021,10/27/2021,13.0,329.0,09/21/2022,24,10/19/2021,Maple Valley Pharms,None,25.0,None,300mg KF Caramel Chocolate Bar,300mg Chocolate Bar,Storage Room,EKCCxvoGEd,None,None,Edible Vendor,156.0,325.0,None,None,None,None,None
None,Kind Farms,None,Edible,None,12.0,09/24/2021,10/27/2021,13.0,329.0,09/21/2022,24,10/26/2021,Maple Valley Pharms,None,25.0,None,300mg KF Rice Crispy Chocolate Bar,300mg Chocolate Bar,Storage Room,w2ktF9fmB3,None,None,Edible Vendor,156.0,325.0,None,None,None,None,None
None,Earth Keepers,45.5,Flower - Prepackaged,None,15.61,10/07/2021,10/27/2021,13.0,None,None,40,10/12/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Hybrid,Storage Room,chXB9iqoqE,None,Alien Dawg,Earth Keepers,202.93,None,Grams,Eighths,None,None,None
None,Refine,14.0,Concentrate,None,20.0,06/30/2021,10/27/2021,14.0,246.0,06/30/2022,28,08/27/2021,Maple Valley Pharms,None,50.0,None,Peach Cartridge 1g,Cartridge,Grow Facility,RRKkCE5a5H,None,None,Refine,280.0,700.0,Each,None,None,None,None
None,Lodestar Cannabis,14.0,Concentrate,None,20.0,08/20/2021,10/27/2021,14.0,297.0,08/20/2022,56,08/27/2021,Maple Valley Pharms,None,40.0,None,White Durban 1g Sugar,Sugar,Grow Facility,LGnLPXajr3,None,None,Lodestar Cannabis,280.0,560.0,Each,None,None,None,None
None,Refine,14.0,Concentrate,None,20.0,06/30/2021,10/27/2021,14.0,246.0,06/30/2022,28,10/20/2021,Maple Valley Pharms,None,50.0,None,Raspberry Cartridge 1g,Cartridge,Sales Floor,q23mwF2gik,None,None,Refine,280.0,700.0,Each,None,None,None,None
None,Glass Jar Company,49.0,Flower - Prepackaged,None,13.09,10/08/2021,10/27/2021,14.0,None,None,40,10/20/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Sativa Dominant,Sales Floor,cXcmpBEWj8,None,Pineapple Mimosa,Glass Jar Company LLC,183.26,None,Grams,Eighths,None,None,None
None,Kine Folks,49.0,Flower - Prepackaged,None,13.82,10/11/2021,10/27/2021,14.0,None,None,45,10/20/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Sales Floor,KwX4o5nDxY,None,Peyote Critical,Kine Folks,193.48,None,Grams,Eighths,None,None,None
None,LifePatent,None,Accessory,None,12.0,07/09/2020,10/27/2021,14.0,None,None,27,09/06/2021,Maple Valley Pharms,None,39.99,None,LifePatent All You Need,CBD Topical,Storage Room,\21853066,None,None,LifePatent,168.0,559.86,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,09/21/2021,10/27/2021,14.0,96.0,01/31/2022,24,10/16/2021,Maple Valley Pharms,None,15.0,None,100mg Key Lime Pie Gummies,Gummies,Storage Room,6x6xqSaaQs,None,None,Edible Vendor,52.5,210.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,4.58,09/16/2021,10/27/2021,14.0,155.0,03/31/2022,48,10/26/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Strawberry Ice Cream Gummies,Gummies,Storage Room,HKb2mzoguT,None,None,Edible Vendor,64.12,210.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,5.99,10/14/2021,10/27/2021,14.0,351.0,10/13/2022,20,10/14/2021,Maple Valley Pharms,None,19.99,None,300mg CBD Tropical Combo Pack Gummies,300mg Gummies,Storage Room,C5sgg5aw3r,None,None,Edible Vendor,83.86,279.86,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,4.58,10/18/2021,10/27/2021,14.0,155.0,03/31/2022,24,10/26/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Snozzberry Gummies,Gummies,Storage Room,pfKjDDnfXf,None,None,Edible Vendor,64.12,210.0,None,None,None,None,None
None,Paul\s Boutique,15.0,Concentrate,None,16.0,07/20/2021,10/27/2021,15.0,266.0,07/20/2022,56,09/01/2021,Maple Valley Pharms,None,35.0,None,Brambleberry 1g Sugar Wax,Sugar Wax,Grow Facility,ipwfvo3JWq,None,None,Paul\s Boutique,240.0,525.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,12.0,09/22/2021,10/27/2021,15.0,155.0,03/31/2022,82,None,Maple Valley Pharms,None,32.99,None,300mg Signature Combo Pack,300mg Gummies,Grow Facility,voqw6jE8Hn,None,None,Edible Vendor,180.0,494.85,None,None,None,None,None
None,Lodestar Cannabis,None,NonEdible,None,25.0,05/13/2021,10/27/2021,15.0,65.0,12/31/2021,21,05/21/2021,Maple Valley Pharms,None,50.0,None,1000mg Holiday Spice Medicated Salve,Topical,Return to Grow,htL8keRgbY,None,None,Lodestar Cannabis,375.0,750.0,None,None,None,None,None
None,Kine Folks,52.5,Flower - Prepackaged,None,18.0,08/12/2021,10/27/2021,15.0,None,None,40,10/20/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,n4B4uqenTk,None,Lemon Tree,Kine Folks,270.0,None,Grams,Eighths,None,None,None
None,Iron Lung,None,Edible,None,5.0,09/21/2021,10/27/2021,15.0,323.0,09/15/2022,25,10/20/2021,Maple Valley Pharms,None,12.0,None,100mg Peach Gummies,Gummies,Sales Floor,ymKts45F4s,None,None,Edible Vendor,75.0,180.0,None,None,None,None,None
None,Iron Lung,None,Edible,None,5.0,09/21/2021,10/27/2021,15.0,323.0,09/15/2022,25,10/20/2021,Maple Valley Pharms,None,12.0,None,IL 100mg Watermelon Gummies,Gummies,Sales Floor,Ehmk7vdxbe,None,None,Edible Vendor,75.0,180.0,None,None,None,None,None
